Layer,Month,Year,Date,Tile_item_id,Tile_Name,Tile_URL,FC_item_id,FC_Name,FC_URL
US Vessel Traffic 2015 01,01,2015,2015_01,f05e886d339f49f5ab7589158b862326,US_Vessel_Traffic_2015_01_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_01_optimized/VectorTileServer,05dc89d63524430bafbf95609f003b5c,US_Vessel_Traffic_2015_01_creds,https://utility.arcgis.com/usrsvcs/servers/05dc89d63524430bafbf95609f003b5c/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/0
US Vessel Traffic 2015 02,02,2015,2015_02,25f601a39622489cbab8a61ef25c6fc3,US_Vessel_Traffic_2015_02_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_02_optimized/VectorTileServer,1f469ee3c56948d2b2458ff51ff4ea63,US_Vessel_Traffic_2015_02_creds,https://utility.arcgis.com/usrsvcs/servers/1f469ee3c56948d2b2458ff51ff4ea63/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/1
US Vessel Traffic 2015 03,03,2015,2015_03,d6258af016414dbab977e0d12981575c,US_Vessel_Traffic_2015_03_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_03_optimized/VectorTileServer,c6786fa1726d46748afcffede87cfa0b,US_Vessel_Traffic_2015_03_creds,https://utility.arcgis.com/usrsvcs/servers/c6786fa1726d46748afcffede87cfa0b/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/2
US Vessel Traffic 2015 04,04,2015,2015_04,fdc6c1399f2f4a9992bbb32d30044f2f,US_Vessel_Traffic_2015_04_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_04_optimized/VectorTileServer,21857f00907c4ee79b3ad5da18993f0c,US_Vessel_Traffic_2015_04_creds,https://utility.arcgis.com/usrsvcs/servers/21857f00907c4ee79b3ad5da18993f0c/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/3
US Vessel Traffic 2015 05,05,2015,2015_05,72ce81d0730e4549bfbfd49ad9d054cb,US_Vessel_Traffic_2015_05_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_05_optimized/VectorTileServer,7df4e23a4452402396d7df41a8581613,US_Vessel_Traffic_2015_05_creds,https://utility.arcgis.com/usrsvcs/servers/7df4e23a4452402396d7df41a8581613/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/4
US Vessel Traffic 2015 06,06,2015,2015_06,dd3f7dcb3a504d04ba79ae4e16869c3c,US_Vessel_Traffic_2015_06_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_06_optimized/VectorTileServer,c4c8fc15d21e4c95be3adece4a357551,US_Vessel_Traffic_2015_06_creds,https://utility.arcgis.com/usrsvcs/servers/c4c8fc15d21e4c95be3adece4a357551/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/5
US Vessel Traffic 2015 07,07,2015,2015_07,a9cbbf202115431bb3f6b5ae54cd9ecc,US_Vessel_Traffic_2015_07_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_07_optimized/VectorTileServer,22200bfd038d4b8883c6f41f3382b813,US_Vessel_Traffic_2015_07_creds,https://utility.arcgis.com/usrsvcs/servers/22200bfd038d4b8883c6f41f3382b813/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/6
US Vessel Traffic 2015 08,08,2015,2015_08,f718db8b232b4001a4a1d517f2b500ba,US_Vessel_Traffic_2015_08_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_08_optimized/VectorTileServer,73098f9e90cb4922a8c1b6f2eaaaa089,US_Vessel_Traffic_2015_08_creds,https://utility.arcgis.com/usrsvcs/servers/73098f9e90cb4922a8c1b6f2eaaaa089/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/7
US Vessel Traffic 2015 09,09,2015,2015_09,21be42f6de4943bca31637a9922e2133,US_Vessel_Traffic_2015_09_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_09_optimized/VectorTileServer,593609575e624dfd85639d6dbeb5cd76,US_Vessel_Traffic_2015_09_creds,https://utility.arcgis.com/usrsvcs/servers/593609575e624dfd85639d6dbeb5cd76/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/8
US Vessel Traffic 2015 10,10,2015,2015_10,5445307a60c34f879e0a914cbc8cd96f,US_Vessel_Traffic_2015_10_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_10_optimized/VectorTileServer,476e3d59122f4760b27f5e64c90d18ad,US_Vessel_Traffic_2015_10_creds,https://utility.arcgis.com/usrsvcs/servers/476e3d59122f4760b27f5e64c90d18ad/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/9
US Vessel Traffic 2015 11,11,2015,2015_11,a059719bec44490cb6f492675ebe4feb,US_Vessel_Traffic_2015_11_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_11_optimized/VectorTileServer,e4dc41a38af64bae85fbeaf580d8b705,US_Vessel_Traffic_2015_11_creds,https://utility.arcgis.com/usrsvcs/servers/e4dc41a38af64bae85fbeaf580d8b705/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/10
US Vessel Traffic 2015 12,12,2015,2015_12,263acb6e475c41609ea3649307a55290,US_Vessel_Traffic_2015_12_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2015_12_optimized/VectorTileServer,3c9221675eed4715ab8d5c6df4b40f55,US_Vessel_Traffic_2015_12_creds,https://utility.arcgis.com/usrsvcs/servers/3c9221675eed4715ab8d5c6df4b40f55/rest/services/AIS/2015_US_Vessel_Traffic/FeatureServer/11
US Vessel Traffic 2016 01,01,2016,2016_01,beea871328ef49ee891059c9bc184efa,US_Vessel_Traffic_2016_01_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_01_optimized/VectorTileServer,25b8b0e3a241471384bdde73ba8c010c,US_Vessel_Traffic_2016_01_creds,https://utility.arcgis.com/usrsvcs/servers/25b8b0e3a241471384bdde73ba8c010c/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/0
US Vessel Traffic 2016 02,02,2016,2016_02,fe1c5a8cba5143c18be983d1fddeb337,US_Vessel_Traffic_2016_02_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_02_optimized/VectorTileServer,64a1bacf5195496b95e7fef837cf7599,US_Vessel_Traffic_2016_02_creds,https://utility.arcgis.com/usrsvcs/servers/64a1bacf5195496b95e7fef837cf7599/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/1
US Vessel Traffic 2016 03,03,2016,2016_03,e686ca10bb824f2f8cae6880dfd4fad7,US_Vessel_Traffic_2016_03_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_03_optimized/VectorTileServer,ce2a4e37019a4a4a97210d586b83103d,US_Vessel_Traffic_2016_03_creds,https://utility.arcgis.com/usrsvcs/servers/ce2a4e37019a4a4a97210d586b83103d/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/2
US Vessel Traffic 2016 04,04,2016,2016_04,e1d059074c7c465db5d3e77b50491668,US_Vessel_Traffic_2016_04_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_04_optimized/VectorTileServer,fae34d7638be4d08955b66c538a09cfd,US_Vessel_Traffic_2016_04_creds,https://utility.arcgis.com/usrsvcs/servers/fae34d7638be4d08955b66c538a09cfd/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/3
US Vessel Traffic 2016 05,05,2016,2016_05,cc2a8d836d214445ba2819dc03df6e94,US_Vessel_Traffic_2016_05_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_05_optimized/VectorTileServer,c95d508b0aa845f383addfff4e80e329,US_Vessel_Traffic_2016_05_creds,https://utility.arcgis.com/usrsvcs/servers/c95d508b0aa845f383addfff4e80e329/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/4
US Vessel Traffic 2016 06,06,2016,2016_06,457942d2b9af472789c5b60bb2983c53,US_Vessel_Traffic_2016_06_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_06_optimized/VectorTileServer,3b25d9e5bda1409881b34157f9c20089,US_Vessel_Traffic_2016_06_creds,https://utility.arcgis.com/usrsvcs/servers/3b25d9e5bda1409881b34157f9c20089/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/5
US Vessel Traffic 2016 07,07,2016,2016_07,cf1f40f48c8e492ea4a5b4564f814d28,US_Vessel_Traffic_2016_07_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_07_optimized/VectorTileServer,af41186a4d914a72bb2c037ee793c230,US_Vessel_Traffic_2016_07_creds,https://utility.arcgis.com/usrsvcs/servers/af41186a4d914a72bb2c037ee793c230/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/6
US Vessel Traffic 2016 08,08,2016,2016_08,1e3eb4f391014a8abd8f3c893adb92ea,US_Vessel_Traffic_2016_08_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_08_optimized/VectorTileServer,e5e99581b6ce4a199de3fe6fb2320877,US_Vessel_Traffic_2016_08_creds,https://utility.arcgis.com/usrsvcs/servers/e5e99581b6ce4a199de3fe6fb2320877/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/7
US Vessel Traffic 2016 09,09,2016,2016_09,8ea79cd54fa2430a96b95ed673cea228,US_Vessel_Traffic_2016_09_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_09_optimized/VectorTileServer,32a6970ad0084774bf455a8e31c4b0e9,US_Vessel_Traffic_2016_09_creds,https://utility.arcgis.com/usrsvcs/servers/32a6970ad0084774bf455a8e31c4b0e9/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/8
US Vessel Traffic 2016 10,10,2016,2016_10,9a006bf5d08a4a45be4d7b69222efeff,US_Vessel_Traffic_2016_10_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_10_optimized/VectorTileServer,b4e6cf83b48b4fa6b00bce8dde31ffd2,US_Vessel_Traffic_2016_10_creds,https://utility.arcgis.com/usrsvcs/servers/b4e6cf83b48b4fa6b00bce8dde31ffd2/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/9
US Vessel Traffic 2016 11,11,2016,2016_11,db0df541382f4731995a169e51e7f412,US_Vessel_Traffic_2016_11_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_11_optimized/VectorTileServer,f1b2aaa0c0e944b480988d90fc5ed477,US_Vessel_Traffic_2016_11_creds,https://utility.arcgis.com/usrsvcs/servers/f1b2aaa0c0e944b480988d90fc5ed477/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/10
US Vessel Traffic 2016 12,12,2016,2016_12,1a424ffa3a974f64858cb4897fe9b60c,US_Vessel_Traffic_2016_12_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2016_12_optimized/VectorTileServer,b90f6720659f4cae826b9ff6b53135da,US_Vessel_Traffic_2016_12_creds,https://utility.arcgis.com/usrsvcs/servers/b90f6720659f4cae826b9ff6b53135da/rest/services/AIS/2016_US_Vessel_Traffic/FeatureServer/11
US Vessel Traffic 2017 01,01,2017,2017_01,79c72e88370941cc8380192d7e6ead3c,US_Vessel_Traffic_2017_01_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_01_optimized/VectorTileServer,451190be4160477996ecef266915d832,US_Vessel_Traffic_2017_01_creds,https://utility.arcgis.com/usrsvcs/servers/451190be4160477996ecef266915d832/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/0
US Vessel Traffic 2017 02,02,2017,2017_02,ddb7784bfe424acebde6a57f3a95e3fe,US_Vessel_Traffic_2017_02_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_02_optimized/VectorTileServer,9e8c89397abc4aa682154559dcc268e9,US_Vessel_Traffic_2017_02_creds,https://utility.arcgis.com/usrsvcs/servers/9e8c89397abc4aa682154559dcc268e9/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/1
US Vessel Traffic 2017 03,03,2017,2017_03,91794c9a318f44d693baee69f6d4d9ff,US_Vessel_Traffic_2017_03_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_03_optimized/VectorTileServer,5485b5aaaf4a49da8346fb030187cf48,US_Vessel_Traffic_2017_03_creds,https://utility.arcgis.com/usrsvcs/servers/5485b5aaaf4a49da8346fb030187cf48/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/2
US Vessel Traffic 2017 04,04,2017,2017_04,e293e1b5354a4944bf659f8d3040f243,US_Vessel_Traffic_2017_04_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_04_optimized/VectorTileServer,b1436ee13b9f43dba6018a1cbe3aaf8b,US_Vessel_Traffic_2017_04_creds,https://utility.arcgis.com/usrsvcs/servers/b1436ee13b9f43dba6018a1cbe3aaf8b/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/3
US Vessel Traffic 2017 05,05,2017,2017_05,d9fdfd8bb6ca43dab0038afc4bd8e1e4,US_Vessel_Traffic_2017_05_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_05_optimized/VectorTileServer,aeb4322909b4441594d82fb4ea7e2906,US_Vessel_Traffic_2017_05_creds,https://utility.arcgis.com/usrsvcs/servers/aeb4322909b4441594d82fb4ea7e2906/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/4
US Vessel Traffic 2017 06,06,2017,2017_06,7161f8bef76d494d9a311267daf4c91a,US_Vessel_Traffic_2017_06_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_06_optimized/VectorTileServer,0d6cfe67582a49b5bcaf8e9d166f4234,US_Vessel_Traffic_2017_06_creds,https://utility.arcgis.com/usrsvcs/servers/0d6cfe67582a49b5bcaf8e9d166f4234/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/5
US Vessel Traffic 2017 07,07,2017,2017_07,369834c797bc45c1be1002bcf95ccf9e,US_Vessel_Traffic_2017_07_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_07_optimized/VectorTileServer,f28e211897e941f09745961121a49927,US_Vessel_Traffic_2017_07_creds,https://utility.arcgis.com/usrsvcs/servers/f28e211897e941f09745961121a49927/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/6
US Vessel Traffic 2017 08,08,2017,2017_08,6eeaaa9fa123476cae1ce5b644f3d9b2,US_Vessel_Traffic_2017_08_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_08_optimized/VectorTileServer,32cebc69603b4730882dc59ef7145cf6,US_Vessel_Traffic_2017_08_creds,https://utility.arcgis.com/usrsvcs/servers/32cebc69603b4730882dc59ef7145cf6/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/7
US Vessel Traffic 2017 09,09,2017,2017_09,364be1c60a794d77b88f606a9031dbad,US_Vessel_Traffic_2017_09_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_09_optimized/VectorTileServer,e62b85480fc440b4988cb2b8fab4c48c,US_Vessel_Traffic_2017_09_creds,https://utility.arcgis.com/usrsvcs/servers/e62b85480fc440b4988cb2b8fab4c48c/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/8
US Vessel Traffic 2017 10,10,2017,2017_10,460e6dd01bde48ba947f8d69b0916c12,US_Vessel_Traffic_2017_10_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_10_optimized/VectorTileServer,d102c3594a75474d9735668a12436491,US_Vessel_Traffic_2017_10_creds,https://utility.arcgis.com/usrsvcs/servers/d102c3594a75474d9735668a12436491/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/9
US Vessel Traffic 2017 11,11,2017,2017_11,74bc29598b30441e8b7a6c9dbaa73a83,US_Vessel_Traffic_2017_11_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_11_optimized/VectorTileServer,864de51409d64e3ab5639cfd8767de21,US_Vessel_Traffic_2017_11_creds,https://utility.arcgis.com/usrsvcs/servers/864de51409d64e3ab5639cfd8767de21/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/10
US Vessel Traffic 2017 12,12,2017,2017_12,d5db8ad891a042349db690db41a7a542,US_Vessel_Traffic_2017_12_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2017_12_optimized/VectorTileServer,7fb7dda063f54faf81df9163d293a5fa,US_Vessel_Traffic_2017_12_creds,https://utility.arcgis.com/usrsvcs/servers/7fb7dda063f54faf81df9163d293a5fa/rest/services/AIS/2017_US_Vessel_Traffic/FeatureServer/11
US Vessel Traffic 2018 01,01,2018,2018_01,124e11d554e04be09461e1b961e88b2f,US_Vessel_Traffic_2018_01_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_01_optimized/VectorTileServer,09ca24f148d244ca86e49a1909d58b86,US_Vessel_Traffic_2018_01_creds,https://utility.arcgis.com/usrsvcs/servers/09ca24f148d244ca86e49a1909d58b86/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/0
US Vessel Traffic 2018 02,02,2018,2018_02,52913b20077e4af084b552bd7ae4129d,US_Vessel_Traffic_2018_02_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_02_optimized/VectorTileServer,53bb1cc97e364c7fad5cbafb0d7e6cac,US_Vessel_Traffic_2018_02_creds,https://utility.arcgis.com/usrsvcs/servers/53bb1cc97e364c7fad5cbafb0d7e6cac/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/1
US Vessel Traffic 2018 03,03,2018,2018_03,01cb9ac9cdff47fdb1b928196ed78520,US_Vessel_Traffic_2018_03_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_03_optimized/VectorTileServer,812d298a386248dfbcd72203695864cd,US_Vessel_Traffic_2018_03_creds,https://utility.arcgis.com/usrsvcs/servers/812d298a386248dfbcd72203695864cd/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/2
US Vessel Traffic 2018 04,04,2018,2018_04,e9100d3ebe71493d95d8889ba719055a,US_Vessel_Traffic_2018_04_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_04_optimized/VectorTileServer,b09a7db0fa694646a9660198bb96b0cd,US_Vessel_Traffic_2018_04_creds,https://utility.arcgis.com/usrsvcs/servers/b09a7db0fa694646a9660198bb96b0cd/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/3
US Vessel Traffic 2018 05,05,2018,2018_05,5531a471572143d9a102c5d8470b5a3c,US_Vessel_Traffic_2018_05_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_05_optimized/VectorTileServer,9aeb06c5557c45a3b56bfa2f40d2b4c7,US_Vessel_Traffic_2018_05_creds,https://utility.arcgis.com/usrsvcs/servers/9aeb06c5557c45a3b56bfa2f40d2b4c7/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/4
US Vessel Traffic 2018 06,06,2018,2018_06,7e3f92370d404aaa80e1ca101c2596dd,US_Vessel_Traffic_2018_06_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_06_optimized/VectorTileServer,2b362907f0ba4415b2f3bd663688ddef,US_Vessel_Traffic_2018_06_creds,https://utility.arcgis.com/usrsvcs/servers/2b362907f0ba4415b2f3bd663688ddef/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/5
US Vessel Traffic 2018 07,07,2018,2018_07,587965e8936546fabcc56401f2113dcc,US_Vessel_Traffic_2018_07_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_07_optimized/VectorTileServer,99b465735ef844fd86d45738b5d5b77d,US_Vessel_Traffic_2018_07_creds,https://utility.arcgis.com/usrsvcs/servers/99b465735ef844fd86d45738b5d5b77d/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/6
US Vessel Traffic 2018 08,08,2018,2018_08,092dc47b7a414918b6bc9bb8c81c975f,US_Vessel_Traffic_2018_08_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_08_optimized/VectorTileServer,848ec2e92af74a21be9d92613cc0a06d,US_Vessel_Traffic_2018_08_creds,https://utility.arcgis.com/usrsvcs/servers/848ec2e92af74a21be9d92613cc0a06d/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/7
US Vessel Traffic 2018 09,09,2018,2018_09,5bd0a261f34f4f738168b05fa4e1a3db,US_Vessel_Traffic_2018_09_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_09_optimized/VectorTileServer,5e596857cf054d31b024d2f080fa5b63,US_Vessel_Traffic_2018_09_creds,https://utility.arcgis.com/usrsvcs/servers/5e596857cf054d31b024d2f080fa5b63/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/8
US Vessel Traffic 2018 10,10,2018,2018_10,1514f823f65a41df91b7644efef160ed,US_Vessel_Traffic_2018_10_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_10_optimized/VectorTileServer,de653ce2633a41188f2dace021bfefee,US_Vessel_Traffic_2018_10_creds,https://utility.arcgis.com/usrsvcs/servers/de653ce2633a41188f2dace021bfefee/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/9
US Vessel Traffic 2018 11,11,2018,2018_11,0a90a01842934372a0a690875c0475cc,US_Vessel_Traffic_2018_11_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_11_optimized/VectorTileServer,0ef9635731e646bfbb68867801566a24,US_Vessel_Traffic_2018_11_creds,https://utility.arcgis.com/usrsvcs/servers/0ef9635731e646bfbb68867801566a24/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/10
US Vessel Traffic 2018 12,12,2018,2018_12,1860c66701a446149481915ea0ac779d,US_Vessel_Traffic_2018_12_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2018_12_optimized/VectorTileServer,7c26ec10784a4968b2001f9d1e92afe7,US_Vessel_Traffic_2018_12_creds,https://utility.arcgis.com/usrsvcs/servers/7c26ec10784a4968b2001f9d1e92afe7/rest/services/AIS/2018_US_Vessel_Traffic/FeatureServer/11
US Vessel Traffic 2019 01,01,2019,2019_01,440628dc5b544e10a3440be1a68651c4,US_Vessel_Traffic_2019_01_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2019_01_optimized/VectorTileServer,ec5ffe2dd3834175a5524a6753661929,US_Vessel_Traffic_2019_01_creds,https://utility.arcgis.com/usrsvcs/servers/ec5ffe2dd3834175a5524a6753661929/rest/services/AIS/2019_US_Vessel_Traffic/FeatureServer/0
US Vessel Traffic 2019 02,02,2019,2019_02,90467f9599c6478cb2d3df287757174c,US_Vessel_Traffic_2019_02_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2019_02_optimized/VectorTileServer,6f4c7440fca9489ead6015e12f9ce310,US_Vessel_Traffic_2019_02_creds,https://utility.arcgis.com/usrsvcs/servers/6f4c7440fca9489ead6015e12f9ce310/rest/services/AIS/2019_US_Vessel_Traffic/FeatureServer/1
US Vessel Traffic 2019 03,03,2019,2019_03,4fed16b69c8c4c5b87027de577cb14ff,US_Vessel_Traffic_2019_03_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2019_03_optimized/VectorTileServer,b6330b2f0e254aa2bed1b2a9b69a85fb,US_Vessel_Traffic_2019_03_creds,https://utility.arcgis.com/usrsvcs/servers/b6330b2f0e254aa2bed1b2a9b69a85fb/rest/services/AIS/2019_US_Vessel_Traffic/FeatureServer/2
US Vessel Traffic 2019 04,04,2019,2019_04,1ea3d3614ab54825a16741ba62850af2,US_Vessel_Traffic_2019_04_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2019_04_optimized/VectorTileServer,c07810aaaf0343f6906cdec4928c8a46,US_Vessel_Traffic_2019_04_creds,https://utility.arcgis.com/usrsvcs/servers/c07810aaaf0343f6906cdec4928c8a46/rest/services/AIS/2019_US_Vessel_Traffic/FeatureServer/3
US Vessel Traffic 2019 05,05,2019,2019_05,a6dd03cbdda64c5bae39d36a96a206bf,US_Vessel_Traffic_2019_05_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2019_05_optimized/VectorTileServer,689a237b24c647468b59c6a57fc7008c,US_Vessel_Traffic_2019_05_creds,https://utility.arcgis.com/usrsvcs/servers/689a237b24c647468b59c6a57fc7008c/rest/services/AIS/2019_US_Vessel_Traffic/FeatureServer/4
US Vessel Traffic 2019 06,06,2019,2019_06,47e559e189ea40779c5dcdcec21397c3,US_Vessel_Traffic_2019_06_optimized,https://tiles.arcgis.com/tiles/P3ePLMYs2RVChkJx/arcgis/rest/services/US_Vessel_Traffic_2019_06_optimized/VectorTileServer,f396d93fd3734db3b2d6b7be3e48402e,US_Vessel_Traffic_2019_06_creds,https://utility.arcgis.com/usrsvcs/servers/f396d93fd3734db3b2d6b7be3e48402e/rest/services/AIS/2019_US_Vessel_Traffic/FeatureServer/5
